Cobertura;name;Punto_ID;Nombre;Municipio;Departamento;Latitud;Longitud;Elevación;Fecha replica 1;Fecha replica 2;Forest OK
Bosque;Mature_forest;TIN15;;;Cauca;5.06612;-75.59083;1268;;;
Café;Shade_coffee;TIN16;;;Cauca;5.06582;-75.58928;1326;;;
Vegetación secundaria;Secondary_Growth;TIN17;;;Cauca;5.06773;-75.58896;1305;;;
Café;Shade_coffee;TIN18;;;Cauca;5.06651;-75.58896;1327;;;
Bosque;Mature_forest;TIN2;;;Cauca;5.06583;-75.5918;1227;;;
Bosque;Mature_forest;TIN3;;;Cauca;5.06588;-75.59258;1212;;;
Bosque;Mature_forest;TIN4;;;Cauca;5.06642;-75.593;1207;;;
Bosque;Mature_forest;TIN5;;;Cauca;5.06583;-75.59143;1233;;;
Bosque;Mature_forest;TIN6;;;Cauca;5.065;-75.58996;1216;;;
Bosque;Mature_forest;TIN7;;;Cauca;5.06496;-75.5908;1234;;;
Bosque;Mature_forest;TIN8;;;Cauca;5.06437;-75.59135;1215;;;
Café;Shade_coffee;TIN9;;;Cauca;5.06422;-75.58962;1242;;;
Bosque;Secondary_Forest;VG1;Via_guadua;Carmen del Atrato;Choco;5.82401;-76.1694;1751;;;
Bosque;Secondary_Forest;VG2;Via_guadua;Carmen del Atrato;Choco;5.82173;-76.16995;1796;;;
Bosque;Secondary_Forest;VG22;Via_guadua;Carmen del Atrato;Choco;5.80615;-76.17185;1381;;;
Bosque;FOREST;BK-1;#N/D;EL PEÑÓN;Cundinamarca;5.29375;-74.28186111;1244;11-jul-21;12-jul-21;HIGH
Café;SUN;BKT-1;#N/D;TOPAIPI;Cundinamarca;5.309083333;-74.28344444;1205;31-jul-21;1-Aug-21;VHIGH
Bosque;FOREST;BKT-10;#N/D;TOPAIPI;Cundinamarca;5.325972222;-74.28455556;1401;31-jul-21;1-Aug-21;VHIGH
Bosque;FOREST;BKT-2;#N/D;TOPAIPI;Cundinamarca;5.309805556;-74.28552778;1221;31-jul-21;1-Aug-21;VHIGH
Café;SHADE;BKT-3;#N/D;TOPAIPI;Cundinamarca;5.311722222;-74.28513889;1279;31-jul-21;1-Aug-21;VHIGH
Café;SUN;BKT-4;#N/D;TOPAIPI;Cundinamarca;5.312916667;-74.28422222;1252;31-jul-21;1-Aug-21;VHIGH
Café;SUN;BKT-5;#N/D;TOPAIPI;Cundinamarca;5.312611111;-74.28219444;1217;31-jul-21;1-Aug-21;VHIGH
Bosque;FOREST;BKT-6;#N/D;TOPAIPI;Cundinamarca;5.315416667;-74.28477778;1262;31-jul-21;1-Aug-21;VHIGH
Café;SHADE;BKT-7;Mira Flores;TOPAIPI;Cundinamarca;5.319444444;-74.28502778;1356;31-jul-21;1-Aug-21;VHIGH
Café;SHADE;BKT-8;La Esperanza;TOPAIPI;Cundinamarca;5.322888889;-74.28475;1358;31-jul-21;1-Aug-21;VHIGH
Café;SUN;BKT-9;#N/D;TOPAIPI;Cundinamarca;5.324916667;-74.28544444;1406;31-jul-21;1-Aug-21;VHIGH
Bosque;FOREST;BSQ183-1;#N/D;EL PEÑÓN;Cundinamarca;5.267583333;-74.31877778;1467;13-jul-21;14-jul-21;MED
Bosque;FOREST;BSQ183-2;#N/D;EL PEÑÓN;Cundinamarca;5.26475;-74.31958333;1462;13-jul-21;14-jul-21;MED
Bosque;FOREST;Bunker_1;#N/D;TOPAIPÍ;Cundinamarca;5.306694444;-74.28338889;1154;11-jul-21;12-jul-21;VHIGH
Bosque;FOREST;Bunker_2;#N/D;EL PEÑÓN;Cundinamarca;5.305388889;-74.28205556;1131;11-jul-21;12-jul-21;VHIGH
Bosque;FOREST;Bunker_3;#N/D;EL PEÑÓN;Cundinamarca;5.302527778;-74.28144444;1128;11-jul-21;12-jul-21;VHIGH
Bosque;FOREST;Bunker_4;#N/D;EL PEÑÓN;Cundinamarca;5.297972222;-74.28038889;1142;11-jul-21;12-jul-21;HIGH
Bosque;FOREST;Bunker_5;#N/D;EL PEÑÓN;Cundinamarca;5.294027778;-74.28069444;1180;11-jul-21;12-jul-21;HIGH
Bosque;FOREST;Bunker_6;#N/D;EL PEÑÓN;Cundinamarca;5.286833333;-74.28319444;1369;8-jul-21;10-jul-21;MED
Bosque;FOREST;CAR-2;#N/D;EL PEÑÓN;Cundinamarca;5.272361111;-74.29488889;1438;19-jul-21;20-jul-21;MED
Bosque;FOREST;CAR-3;#N/D;EL PEÑON;Cundinamarca;5.270666667;-74.29658333;1446;19-jul-21;20-jul-21;MED
Café;SUN;ISRAEL-1;#N/D;EL PEÑÓN;Cundinamarca;5.297027778;-74.30677778;1263;16-jul-21;17-jul-21;HIGH
Bosque;FOREST;LP-1;#N/D;LA PALMA;Cundinamarca;5.346555556;-74.401;1256;11-Aug-21;11-Aug-21;MED
Bosque;FOREST;LP-2;#N/D;LA PALMA;Cundinamarca;5.347027778;-74.40266667;1257;11-Aug-21;11-Aug-21;MED
Bosque;FOREST;LP-3;#N/D;LA PALMA;Cundinamarca;5.348527778;-74.40297222;1266;11-Aug-21;11-Aug-21;MED
Bosque;FOREST;MCH-1;#N/D;TOPAIPI;Cundinamarca;5.373611111;-74.29936111;1294;3-Aug-21;4-Aug-21;MED
Bosque;FOREST;MCH-2;#N/D;TOPAIPI;Cundinamarca;5.375111111;-74.29891667;1327;3-Aug-21;4-Aug-21;MED
Café;SHADE;MPQ-1;#N/D;LA PALMA;Cundinamarca;5.344166667;-74.41791667;1562;10-Aug-21;10-Aug-21;MED
Café;SHADE;MPQ-2;#N/D;LA PALMA;Cundinamarca;5.342527778;-74.41855556;1552;10-Aug-21;10-Aug-21;MED
Café;SHADE;MPQ-3;#N/D;LA PALMA;Cundinamarca;5.34025;-74.41322222;1543;10-Aug-21;10-Aug-21;MED
Café;SHADE;MPQ-4;#N/D;LA PALMA;Cundinamarca;5.345944444;-74.41575;1575;10-Aug-21;10-Aug-21;MED
Café;SHADE;MPQ-5;#N/D;LA PALMA;Cundinamarca;5.347555556;-74.41536111;1631;10-Aug-21;10-Aug-21;MED
Bosque;FOREST;NP258008-1;BOHEMIA;EL PEÑÓN;Cundinamarca;5.295888889;-74.30272222;1220;16-jul-21;17-jul-21;VHIGH
Bosque;FOREST;NP258008-2;BOHEMIA;EL PEÑÓN;Cundinamarca;5.294916667;-74.30416667;1220;16-jul-21;17-jul-21;VHIGH
Café;SUN;NP258020_1;EL POTRERITO;EL PEÑÓN;Cundinamarca;5.292083333;-74.28277778;1287;8-jul-21;10-jul-21;HIGH
Café;SUN;NP258049_1;LA FLORESTA;EL PEÑÓN;Cundinamarca;5.276888889;-74.27763889;1358;8-jul-21;10-jul-21;MED
Café;SUN;NP258049_3;LA FLORESTA;EL PEÑÓN;Cundinamarca;5.273833333;-74.27730556;1431;8-jul-21;10-jul-21;MED
Café;SUN;NP258139-1;EL PITAL;EL PEÑÓN;Cundinamarca;5.289388889;-74.30052778;1106;16-jul-21;17-jul-21;HIGH
Café;SUN;NP258139-2;EL PITAL;EL PEÑÓN;Cundinamarca;5.289666667;-74.30186111;1128;16-jul-21;17-jul-21;HIGH
Café;SUN;NP258139-3;EL PITAL;EL PEÑÓN;Cundinamarca;5.291416667;-74.302;1148;16-jul-21;17-jul-21;HIGH
Café;SUN;NP258145_1;LA LAGUNA;EL PEÑÓN;Cundinamarca;5.275638889;-74.27677778;1368;8-jul-21;10-jul-21;MED
Café;SHADE;NP258183-1;LAS PALMAS;EL PEÑÓN;Cundinamarca;5.268611111;-74.31705556;1430;13-jul-21;14-jul-21;MED
Café;SUN;NP258206-1;LA PLANADA;EL PEÑÓN;Cundinamarca;5.273416667;-74.29563889;1362;19-jul-21;20-jul-21;MED
Café;SUN;NP258219_1;El Naranjo 1;EL PEÑÓN;Cundinamarca;5.291638889;-74.28152778;1254;8-jul-21;10-jul-21;HIGH
Café;SUN;NP258236_1;El Prado;EL PEÑÓN;Cundinamarca;5.285305556;-74.28127778;1337;8-jul-21;10-jul-21;MED
Café;SUN;NP258236_2;El Prado;EL PEÑÓN;Cundinamarca;5.285194444;-74.28261111;1337;8-jul-21;10-jul-21;MED
Café;SUN;NP258242-1;EL RECUERDO;EL PEÑON;Cundinamarca;5.269111111;-74.29611111;1560;19-jul-21;20-jul-21;MED
Café;SUN;NP258242-2;EL RECUERDO;EL PEÑON;Cundinamarca;5.269611111;-74.29741667;1489;19-jul-21;20-jul-21;MED
Café;SUN;NP258246_1;Descanso - Llano Lindo;EL PEÑÓN;Cundinamarca;5.2605;-74.32516667;1534;13-jul-21;14-jul-21;MED
Café;SUN;NP258246_2;Descanso - Llano Lindo;EL PEÑÓN;Cundinamarca;5.259666667;-74.32630556;1573;13-jul-21;14-jul-21;MED
Bosque;FOREST;NP258246_3;Descanso - Llano Lindo;EL PEÑÓN;Cundinamarca;5.261138889;-74.32702778;1613;13-jul-21;14-jul-21;HIGH
Bosque;FOREST;NP258246_4;Descanso - Llano Lindo;EL PEÑÓN;Cundinamarca;5.260333333;-74.32827778;1614;13-jul-21;14-jul-21;HIGH
Café;SHADE;NP258251-1;Los Puentes;EL PEÑON;Cundinamarca;5.264833333;-74.29986111;1506;19-jul-21;20-jul-21;MED
Café;SUN;NP258280-1;EL CRISTAL;EL PEÑÓN;Cundinamarca;5.29725;-74.305;1282;16-jul-21;17-jul-21;HIGH
Café;SHADE;NP513015_1;BARRO BLANCO;PACHO;Cundinamarca;5.171388889;-74.22413889;1716;3-jul-21;5-jul-21;LOW
Café;SHADE;NP513015_2;BARRO BLANCO;PACHO;Cundinamarca;5.172194444;-74.22233333;1641;3-jul-21;5-jul-21;LOW
Café;SUN;NP513015_3;BARRO BLANCO;PACHO;Cundinamarca;5.170555556;-74.22280556;1691;3-jul-21;5-jul-21;LOW
Café;SHADE;NP513015_4;BARRO BLANCO;PACHO;Cundinamarca;5.170305556;-74.22105556;1657;3-jul-21;5-jul-21;LOW
Café;SUN;NP513056_1;Bella Vista;PACHO;Cundinamarca;5.162333333;-74.23494444;1734;3-jul-21;5-jul-21;LOW
Café;SHADE;NP513056_2;Bella Vista;PACHO;Cundinamarca;5.160555556;-74.23458333;1761;3-jul-21;5-jul-21;LOW
Café;SUN;NP513114_1;Bella Vista;PACHO;Cundinamarca;5.164361111;-74.22561111;1779;4-jul-21;4-jul-21;LOW
Café;SUN;NP513143_1;Buena Vista;PACHO;Cundinamarca;5.164694444;-74.24102778;1547;2-jul-21;4-jul-21;LOW
Café;SUN;NP513186_1;Santa Rosa;PACHO;Cundinamarca;5.166972222;-74.24269444;1501;2-jul-21;4-jul-21;LOW
Café;SUN;NP513365_1;Altamira;PACHO;Cundinamarca;5.16025;-74.23313889;1810;3-jul-21;5-jul-21;LOW
Café;SUN;NP513365_2;Altamira;PACHO;Cundinamarca;5.158222222;-74.23233333;1855;3-jul-21;5-jul-21;LOW
Café;SUN;NP513381_1;Paraiso;PACHO;Cundinamarca;5.167083333;-74.24052778;1542;2-jul-21;4-jul-21;LOW
Café;SUN;NP513436_1;Cuatro Caminos;PACHO;Cundinamarca;5.165027778;-74.24466667;1520;2-jul-21;4-jul-21;LOW
Café;SUN;NP513825_1;#N/D;PACHO;Cundinamarca;5.167472222;-74.24433333;1473;2-jul-21;4-jul-21;LOW
Café;SUN;PICH-1;Mata De Guadua;TOPAIPI;Cundinamarca;5.3475;-74.33427778;1319;6-Aug-21;6-Aug-21;HIGH
Café;SHADE;PICH-2;Mata De Guadua;TOPAIPI;Cundinamarca;5.345944444;-74.33375;1373;6-Aug-21;6-Aug-21;HIGH
Café;SHADE;PICH-3;#N/D;TOPAIPI;Cundinamarca;5.348222222;-74.33147222;1379;6-Aug-21;6-Aug-21;HIGH
Café;SHADE;PICH-4;#N/D;TOPAIPI;Cundinamarca;5.350555556;-74.33197222;1384;6-Aug-21;6-Aug-21;HIGH
Café;SUN;PICH-5;Bellavista;TOPAIPI;Cundinamarca;5.359361111;-74.32861111;1441;7-Aug-21;7-Aug-21;HIGH
Café;SHADE;PICH-6;Mata De Ramo;TOPAIPI;Cundinamarca;5.359305556;-74.33055556;1399;7-Aug-21;7-Aug-21;HIGH
Café;SHADE;PICH-7;#N/D;LA PALMA;Cundinamarca;5.359583333;-74.33205556;1390;7-Aug-21;7-Aug-21;HIGH
Café;SUN;PICH-8;#N/D;LA PALMA;Cundinamarca;5.358472222;-74.33286111;1372;7-Aug-21;7-Aug-21;HIGH
Café;SUN;Rodolfo-1;#N/D;EL PEÑÓN;Cundinamarca;5.288361111;-74.29955556;1105;16-jul-21;17-jul-21;HIGH
Café;SHADE;SJRS-1;LAS MARGARITAS;SAN JUAN DE RIO SECO;Cundinamarca;4.874111111;-74.59863889;1421;15-Aug-21;16-Aug-21;LOW
Café;SHADE;SJRS-10;LA TABLA;SAN JUAN DE RIO SECO;Cundinamarca;4.875888889;-74.59894444;1462;15-Aug-21;16-Aug-21;LOW
Café;SHADE;SJRS-2;LAS MARGARITAS;SAN JUAN DE RIO SECO;Cundinamarca;4.874444444;-74.6;1426;15-Aug-21;16-Aug-21;LOW
Café;SHADE;SJRS-3;LAS MARGARITAS;SAN JUAN DE RIO SECO;Cundinamarca;4.872722222;-74.5995;1384;17-Aug-21;17-Aug-21;LOW
Café;SHADE;SJRS-4;#N/D;SAN JUAN DE RIO SECO;Cundinamarca;4.873055556;-74.60097222;1385;17-Aug-21;17-Aug-21;LOW
Café;SHADE;SJRS-5;LA FLORESTA;SAN JUAN DE RIO SECO;Cundinamarca;4.875166667;-74.60216667;1397;17-Aug-21;17-Aug-21;LOW
Café;SHADE;SJRS-6;LA FLORESTA;SAN JUAN DE RIO SECO;Cundinamarca;4.877027778;-74.60222222;1407;16-Aug-21;17-Aug-21;LOW
Café;SHADE;SJRS-7;LA FLORESTA;SAN JUAN DE RIO SECO;Cundinamarca;4.877388889;-74.60069444;1436;15-Aug-21;16-Aug-21;LOW
Café;SHADE;SJRS-8;#N/D;SAN JUAN DE RIO SECO;Cundinamarca;4.879111111;-74.59969444;1468;15-Aug-21;16-Aug-21;LOW
Café;SHADE;SJRS-9;#N/D;SAN JUAN DE RIO SECO;Cundinamarca;4.875944444;-74.60036111;1445;15-Aug-21;16-Aug-21;LOW
Café;SUN;TIO 1-1;#N/D;EL PEÑON;Cundinamarca;5.264611111;-74.30408333;1403;19-jul-21;20-jul-21;MED
Café;SHADE;TIO 2-1;#N/D;EL PEÑON;Cundinamarca;5.263083333;-74.30494444;1381;19-jul-21;20-jul-21;MED
Bosque;Bosque niebla;Hul01;Vereda Campo Hermoso;Suaza;Huila;1.773297;-75.788411;2245;2020;;
Bosque;Bosque niebla;Hul02;Vereda Campo Hermoso;Suaza;Huila;1.773109;-75.788051;2229;2020;;
Bosque;Bosque niebla;Hul03;Vereda Campo Hermoso;Suaza;Huila;1.773149;-75.788181;2235;2020;;
Bosque;Bosque niebla;Hul04;Vereda Campo Hermoso;Suaza;Huila;1.788423;-75.787361;1884;2020;;
Vegetación secundaria;Secondary_Growth;AMB1;;;Magdalena;4.49581;-75.19343;2100;;;
Bosque;Mature_forest;AMB10;;;Magdalena;4.48946;-75.18567;2082;;;
Bosque;Mature_forest;AMB11;;;Magdalena;4.48791;-75.18505;2092;;;
Vegetación secundaria;Secondary_Growth;AMB12;;;Magdalena;4.48601;-75.1805;2105;;;
Bosque;Mature_forest;AMB13;;;Magdalena;4.48472;-75.1852;2081;;;
Vegetación secundaria;Secondary_Growth;AMB14;;;Magdalena;4.48406;-75.18343;2096;;;
Bosque;Mature_forest;AMB15;;;Magdalena;4.48351;-75.18333;2092;;;
Vegetación secundaria;Secondary_Growth;AMB16;;;Magdalena;4.48179;-75.18468;2109;;;
Vegetación secundaria;Secondary_Growth;AMB17;;;Magdalena;4.48059;-75.18385;2059;;;
Vegetación secundaria;Secondary_Growth;AMB2;;;Magdalena;4.4956;-75.1906;2196;;;
Vegetación secundaria;Secondary_Growth;AMB3;;;Magdalena;4.49539;-75.18777;2232;;;
Vegetación secundaria;Secondary_Growth;AMB4;;;Magdalena;4.49612;-75.187;2240;;;
Vegetación secundaria;Secondary_Growth;AMB6;;;Magdalena;4.49126;-75.18696;2139;;;
Bosque;Mature_forest;AMB7;;;Magdalena;4.4906;-75.18686;2140;;;
Bosque;Mature_forest;AMB8;;;Magdalena;4.49043;-75.18804;2109;;;
Bosque;Mature_forest;AMB9;;;Magdalena;4.49026;-75.18686;2090;;;
Bosque;Forest_fragment/Riparian_strip;ARI2;;;Magdalena;1.73888;-76.22084;1811;;;
Café;Sun_coffee;ARI4;;;Magdalena;1.73789;-76.22187;1843;;;
Bosque;Forest_fragment/Riparian_strip;CA02;;;Magdalena;4.46718;-75.22296;1420;;;
Bosque;Forest_fragment/Riparian_strip;CA04;;;Magdalena;4.46777;-75.22173;1455;;;
Bosque;Forest_fragment/Riparian_strip;CA06;;;Magdalena;4.46813;-75.21967;1510;;;
Bosque;Forest_edge;CA08;;;Magdalena;4.46903;-75.21817;1555;;;
Café;Shade_coffee;CA10;;;Magdalena;4.47186;-75.21795;1600;;;
Café;Shade_coffee;CA12;;;Magdalena;4.4736;-75.21723;1620;;;
Café;Shade_coffee;CA14;;;Magdalena;4.47579;-75.21712;1620;;;
Café;Shade_coffee;CA16;;;Magdalena;4.4769;-75.2158;1610;;;
Café;Shade_coffee;CA18;;;Magdalena;4.47781;-75.21511;1570;;;
Café;Shade_coffee;CA20;;;Magdalena;4.47715;-75.21259;1520;;;
Bosque;Forest_fragment/Riparian_strip;CA22;;;Magdalena;4.47843;-75.20902;1505;;;
Bosque;Forest_fragment/Riparian_strip;CA23;;;Magdalena;4.47839;-75.20812;1525;;;
Café;Shade_coffee;CA24;;;Magdalena;4.48039;-75.20744;1620;;;
Vegetación secundaria;Secondary_Growth;CAR1;;;Magdalena;1.91415;-76.3758;1704;;;
Vegetación secundaria;Secondary_Growth;CAR10;;;Magdalena;1.91714;-76.3832;1893;;;
Vegetación secundaria;Secondary_Growth;CAR11;;;Magdalena;1.91748;-76.3875;1915;;;
Vegetación secundaria;Secondary_Growth;CAR12;;;Magdalena;1.91774;-76.38465;1939;;;
Vegetación secundaria;Secondary_Growth;CAR13;;;Magdalena;1.91742;-76.38551;1958;;;
Bosque;Mature_forest;CAR14;;;Magdalena;1.91757;-76.38676;1943;;;
Vegetación secundaria;Secondary_Growth;CAR15;;;Magdalena;1.91685;-76.38725;1988;;;
Bosque;Mature_forest;CAR16;;;Magdalena;1.91785;-76.38821;2023;;;
Bosque;Mature_forest;CAR17;;;Magdalena;1.91844;-76.38791;2028;;;
Bosque;Mature_forest;CAR18;;;Magdalena;1.91911;-76.3871;2038;;;
Bosque;Mature_forest;CAR19;;;Magdalena;1.91988;-76.38641;2045;;;
Bosque;Mature_forest;CAR2;;;Magdalena;1.91443;-76.37624;1729;;;
Bosque;Mature_forest;CAR20;;;Magdalena;1.92093;-76.38537;2061;;;
Bosque;Mature_forest;CAR21;;;Magdalena;1.92122;-76.38582;2060;;;
Vegetación secundaria;Secondary_Growth;CAR22;;;Magdalena;1.92148;-76.38691;2056;;;
Vegetación secundaria;Secondary_Growth;CAR23;;;Magdalena;1.92195;-76.38375;2054;;;
Vegetación secundaria;Secondary_Growth;CAR24;;;Magdalena;1.9257;-76.3827;2057;;;
Bosque;Mature_forest;CAR25;;;Magdalena;1.92325;-76.38816;2044;;;
Bosque;Mature_forest;CAR26;;;Magdalena;1.92408;-76.38722;2072;;;
Bosque;Mature_forest;CAR27;;;Magdalena;1.92493;-76.38662;2055;;;
Bosque;Mature_forest;CAR28;;;Magdalena;1.92605;-76.38581;2081;;;
Bosque;Mature_forest;CAR29;;;Magdalena;1.92659;-76.38633;2061;;;
Vegetación secundaria;Secondary_Growth;CAR3;;;Magdalena;1.91491;-76.37655;1739;;;
Bosque;Mature_forest;CAR30;;;Magdalena;1.92694;-76.38666;2084;;;
Bosque;Mature_forest;CAR31;;;Magdalena;1.92756;-76.38712;2053;;;
Bosque;Mature_forest;CAR32;;;Magdalena;1.92821;-76.3873;2044;;;
Bosque;Mature_forest;CAR33;;;Magdalena;1.92892;-76.38647;2045;;;
Bosque;Mature_forest;CAR4;;;Magdalena;1.91543;-76.3771;1762;;;
Vegetación secundaria;Secondary_Growth;CAR5;;;Magdalena;1.91565;-76.37802;1797;;;
Bosque;Mature_forest;CAR6;;;Magdalena;1.91574;-76.37896;1829;;;
Vegetación secundaria;Secondary_Growth;CAR7;;;Magdalena;1.91577;-76.38035;1857;;;
Vegetación secundaria;Secondary_Growth;CAR8;;;Magdalena;1.91607;-76.38098;1871;;;
Vegetación secundaria;Secondary_Growth;CAR9;;;Magdalena;1.91647;-76.38186;1877;;;
Bosque;Forest_fragment/Riparian_strip;CDB1;;;Magdalena;2.87772;-75.63795;1949;;;
Bosque;Forest_fragment/Riparian_strip;CDB2;;;Magdalena;2.87738;-75.63811;1969;;;
Bosque;Forest_fragment/Riparian_strip;CDB3;;;Magdalena;2.87411;-75.64261;2034;;;
Bosque;Forest_fragment/Riparian_strip;CDB4;;;Magdalena;2.8746;-75.64339;2018;;;
Vegetación secundaria;Secondary_Growth;CDB5;;;Magdalena;2.866305;-75.65243;2162;;;
Bosque;Forest_fragment/Riparian_strip;CDB6;;;Magdalena;2.86213;-75.65209;2162;;;
Bosque;Mature_forest;CDB7;;;Magdalena;2.86136;-75.65118;2157;;;
Bosque;Forest_fragment/Riparian_strip;CDB8;;;Magdalena;2.86082;-75.65103;2176;;;
Vegetación secundaria;Secondary_Growth;CDB9;;;Magdalena;2.85252;-75.65133;2227;;;
Bosque;Mature_forest;CH121;;;Magdalena;4.61134;-74.30985;2247;;;
Bosque;Mature_forest;CH84;;;Magdalena;4.61592;-74.31525;2203;;;
Bosque;Mature_forest;CH85;;;Magdalena;4.61802;-74.31563;2222;;;
Bosque;Mature_forest;CH86;;;Magdalena;4.61872;-74.31562;2226;;;
Bosque;Mature_forest;CH87;;;Magdalena;4.62034;-74.31527;2223;;;
Bosque;Mature_forest;CH88;;;Magdalena;4.6217;-74.31464;2220;;;
Bosque;Mature_forest;CH89;;;Magdalena;4.62265;-74.31397;2235;;;
Bosque;Mature_forest;CH90;;;Magdalena;4.62345;-74.31405;2231;;;
Bosque;Mature_forest;CH91;;;Magdalena;4.62439;-74.31418;2242;;;
Bosque;Mature_forest;CH93;;;Magdalena;4.61992;-74.3137;2245;;;
Bosque;Mature_forest;CH94;;;Magdalena;4.61467;-74.313;2162;;;
Bosque;Mature_forest;CH94;;;Magdalena;4.61467;-74.313;2163;;;
Bosque;Mature_forest;CH95;;;Magdalena;4.61863;-74.31181;2244;;;
Bosque;Mature_forest;CH96;;;Magdalena;4.61751;-74.3119;2227;;;
Bosque;Mature_forest;CH97;;;Magdalena;4.61719;-74.31255;2218;;;
Bosque;Mature_forest;CHI112;;;Magdalena;4.60732;-74.31259;2226;;;
Bosque;Mature_forest;CHI113;;;Magdalena;4.60875;-74.31323;2197;;;
Bosque;Mature_forest;CHI114;;;Magdalena;4.60905;-74.31383;2170;;;
Bosque;Mature_forest;CHI115;;;Magdalena;4.60765;-74.314;2152;;;
Bosque;Mature_forest;CHI116;;;Magdalena;4.6075;-74.31426;2139;;;
Bosque;Mature_forest;CHI117;;;Magdalena;4.60989;-74.31453;2149;;;
Bosque;Mature_forest;CHI118;;;Magdalena;4.61136;-74.31411;2136;;;
Bosque;Mature_forest;CHI122;;;Magdalena;4.6124;-74.3099;2229;;;
Bosque;Mature_forest;CHI123;;;Magdalena;4.61361;-74.31071;2200;;;
Bosque;Mature_forest;CHI124;;;Magdalena;4.61565;-74.31314;2188;;;
Bosque;Mature_forest;CHI125;;;Magdalena;4.61591;-74.3145;2211;;;
Bosque;Mature_forest;CHI126;;;Magdalena;4.61656;-74.31528;2218;;;
Bosque;Mature_forest;CHI127;;;Magdalena;4.61729;-74.31557;2216;;;
Bosque;Mature_forest;CHI128;;;Magdalena;4.61952;-74.31547;2229;;;
Bosque;Mature_forest;CHI129;;;Magdalena;4.62107;-74.31492;2221;;;
Bosque;Mature_forest;CHI130;;;Magdalena;4.62232;-74.3144;2220;;;
Bosque;Mature_forest;CHI131;;;Magdalena;4.62354;-74.31403;2234;;;
Bosque;Mature_forest;CHI132;;;Magdalena;4.62401;-74.31435;2232;;;
Bosque;Mature_forest;CHI135;;;Magdalena;4.62047;-74.31401;2247;;;
Bosque;Mature_forest;CHI137;;;Magdalena;4.61906;-74.31197;2247;;;
Bosque;Mature_forest;CHI138;;;Magdalena;4.61793;-74.31185;2234;;;
Bosque;Mature_forest;CHI139;;;Magdalena;4.61669;-74.31203;2211;;;
Bosque;Mature_forest;CHI140;;;Magdalena;4.61599;-74.31216;2197;;;
Bosque;Mature_forest;CHI17;;;Magdalena;4.60645;-74.31178;2246;;;
Bosque;Mature_forest;CHI18;;;Magdalena;4.60711;-74.31233;2237;;;
Bosque;Mature_forest;CHI19;;;Magdalena;4.60749;-74.31282;2214;;;
Bosque;Mature_forest;CHI20;;;Magdalena;4.60833;-74.31319;2201;;;
Bosque;Mature_forest;CHI209;;;Magdalena;4.61111;-74.30965;2243;;;
Bosque;Mature_forest;CHI21;;;Magdalena;4.60919;-74.31334;2189;;;
Bosque;Mature_forest;CHI211;;;Magdalena;4.61331;-74.31033;2215;;;
Bosque;Mature_forest;CHI212;;;Magdalena;4.61411;-74.31062;2221;;;
Bosque;Mature_forest;CHI213;;;Magdalena;4.61594;-74.31218;2208;;;
Bosque;Mature_forest;CHI214;;;Magdalena;4.61681;-74.31205;2242;;;
Bosque;Mature_forest;CHI215;;;Magdalena;4.61776;-74.31185;2213;;;
Bosque;Mature_forest;CHI216;;;Magdalena;4.61868;-74.31171;2236;;;
Bosque;Mature_forest;CHI217;;;Magdalena;4.61961;-74.31197;2220;;;
Bosque;Mature_forest;CHI219;;;Magdalena;4.62009;-74.31384;2239;;;
Bosque;Mature_forest;CHI22;;;Magdalena;4.60912;-74.31377;2172;;;
Bosque;Mature_forest;CHI220;;;Magdalena;4.62034;-74.31446;2247;;;
Bosque;Mature_forest;CHI221;;;Magdalena;4.61936;-74.31469;2249;;;
Bosque;Mature_forest;CHI225;;;Magdalena;4.61752;-74.31312;2246;;;
Bosque;Mature_forest;CHI226;;;Magdalena;4.61742;-74.31278;2212;;;
Bosque;Mature_forest;CHI23;;;Magdalena;4.60838;-74.31455;2180;;;
Bosque;Mature_forest;CHI24;;;Magdalena;4.60939;-74.31451;2149;;;
Bosque;Mature_forest;CHI25;;;Magdalena;4.61036;-74.31478;2140;;;
Bosque;Mature_forest;CHI47;;;Magdalena;4.61208;-74.30978;2234;;;
Bosque;Mature_forest;CHI48;;;Magdalena;4.61353;-74.31047;2210;;;
Bosque;Mature_forest;CHI49;;;Magdalena;4.61632;-74.3128;2205;;;
Bosque;Mature_forest;CHI50;;;Magdalena;4.61561;-74.31348;2189;;;
Bosque;Mature_forest;CHI51;;;Magdalena;4.61575;-74.31413;2202;;;
Bosque;Mature_forest;CHI52;;;Magdalena;4.61611;-74.31203;2202;;;
Bosque;Mature_forest;CHI53;;;Magdalena;4.61683;-74.31207;2213;;;
Bosque;Mature_forest;CHI54;;;Magdalena;4.61739;-74.31173;2230;;;
Bosque;Mature_forest;CHI55;;;Magdalena;4.61797;-74.31168;2240;;;
Bosque;Mature_forest;CHI56;;;Magdalena;4.6172;-74.31258;2220;;;
Bosque;Mature_forest;CHI70;;;Magdalena;4.60696;-74.31216;2243;;;
Bosque;Mature_forest;CHI71;;;Magdalena;4.60786;-74.31297;2208;;;
Bosque;Mature_forest;CHI72;;;Magdalena;4.60942;-74.31335;2187;;;
Bosque;Mature_forest;CHI73;;;Magdalena;4.60848;-74.31469;2130;;;
Bosque;Mature_forest;CHI74;;;Magdalena;4.60851;-74.31453;2139;;;
